  Year 1  ,  Year 2  ,  Year 3  ,  Year 4  ,  Year 5  
" 175,009.00 "," 317,552.00 "," 12,151.00 "," 199,924.00 "," 269,951.00 "
" 387,239.00 "," 182,077.00 "," 135,300.00 "," 199,922.00 "," 7,296.00 "
" 113,851.00 "," 160,450.00 "," 487,204.00 "," 200,287.00 ",  -    
" 150,166.00 "," 291,986.00 "," 278,593.00 "," 200,111.00 ",  -    
" 84,599.00 "," 237,498.00 ", 236.00 ," 199,960.00 "," 126,270.00 "
" 50,107.00 "," 314,056.00 "," 45,122.00 "," 200,088.00 "," 248,881.00 "
" 254,514.00 "," 173,483.00 "," 445,981.00 "," 200,501.00 ",  -    
" 225,255.00 "," 333,197.00 "," 320,949.00 "," 200,046.00 "," 136,541.00 "
" 365,968.00 "," 179,183.00 "," 217,500.00 "," 200,173.00 "," 71,480.00 "
" 134,781.00 "," 298,963.00 "," 188,069.00 "," 199,931.00 ",  -    
" 231,969.00 "," 220,616.00 "," 203,855.00 "," 200,142.00 "," 14,746.00 "
" 232,473.00 "," 165,828.00 "," 291,711.00 "," 200,188.00 "," 136,510.00 "
" 375,450.00 "," 186,319.00 "," 187,199.00 "," 200,088.00 ",  -    
" 311,445.00 "," 221,443.00 "," 405,077.00 "," 200,429.00 ",  -    
" 319,132.00 "," 173,617.00 "," 42,117.00 "," 200,636.00 ",  -    
" 181,662.00 "," 250,304.00 "," 138,038.00 "," 200,575.00 ",  -    
" 70,405.00 "," 150,317.00 "," 3,354.00 "," 200,502.00 "," 31,187.00 "
" 144,310.00 "," 338,097.00 "," 495,126.00 "," 200,123.00 "," 114,173.00 "
" 116,722.00 "," 298,134.00 "," 496,729.00 "," 199,861.00 ",  -    
" 132,020.00 "," 211,583.00 "," 1,609.00 "," 199,978.00 ",  -    
" 285,846.00 "," 168,191.00 "," 160,204.00 "," 199,978.00 "," 44,064.00 "
" 136,903.00 "," 225,335.00 "," 2,453.00 "," 200,109.00 "," 164,301.00 "
" 75,345.00 "," 253,960.00 "," 26,451.00 "," 200,030.00 "," 11,229.00 "
" 135,656.00 "," 216,577.00 "," 482,665.00 "," 200,504.00 "," 10,299.00 "
" 240,901.00 "," 281,802.00 "," 368,373.00 "," 200,423.00 ",  -    
" 248,285.00 "," 247,715.00 "," 499,868.00 "," 199,732.00 "," 98,642.00 "
" 329,037.00 "," 196,881.00 "," 2,192.00 "," 199,858.00 ",  -    
" 290,697.00 "," 346,910.00 "," 49,329.00 "," 200,556.00 "," 51,399.00 "
" 137,051.00 "," 204,981.00 "," 22,961.00 "," 199,345.00 "," 161,709.00 "
" 143,832.00 "," 181,795.00 "," 296,294.00 "," 200,072.00 "," 264,168.00 "
" 65,038.00 "," 215,200.00 "," 459,892.00 "," 200,664.00 "," 36,773.00 "
" 204,636.00 "," 168,209.00 "," 498,557.00 "," 199,789.00 "," 32,484.00 "
" 219,918.00 "," 233,665.00 "," 385,068.00 "," 200,531.00 "," 58,757.00 "
" 248,102.00 "," 233,649.00 "," 245,287.00 "," 200,519.00 "," 38,894.00 "
" 446,638.00 "," 209,635.00 "," 32,231.00 "," 200,443.00 ",  -    
" 57,827.00 "," 231,178.00 "," 286,194.00 "," 199,958.00 ",  -    
" 188,320.00 "," 189,762.00 "," 198,342.00 "," 200,409.00 "," 50,929.00 "
" 225,793.00 "," 339,386.00 "," 493,928.00 "," 199,670.00 "," 133,954.00 "
" 148,291.00 "," 312,729.00 "," 75,394.00 "," 199,893.00 "," 7,253.00 "
" 166,132.00 "," 189,000.00 "," 169,892.00 "," 200,172.00 "," 30,724.00 "
" 265,434.00 "," 177,944.00 "," 455,604.00 "," 200,057.00 "," 251,276.00 "
" 358,756.00 "," 322,767.00 "," 342,653.00 "," 200,325.00 "," 19,356.00 "
" 101,923.00 "," 337,766.00 "," 487,072.00 "," 199,984.00 "," 11,555.00 "
" 137,288.00 "," 262,817.00 "," 470,688.00 "," 199,627.00 "," 32,862.00 "
" 337,707.00 "," 174,224.00 "," 8,124.00 "," 199,981.00 "," 31,879.00 "
" 122,606.00 "," 294,851.00 "," 328,732.00 "," 200,579.00 "," 105,227.00 "
" 119,308.00 "," 194,626.00 "," 41,295.00 "," 200,141.00 ",  -    
  -    ," 225,335.00 "," 83,127.00 "," 199,592.00 "," 208,543.00 "
" 244,728.00 "," 262,075.00 "," 499,987.00 "," 200,404.00 "," 86,160.00 "
" 254,923.00 "," 328,195.00 "," 31,065.00 "," 199,727.00 "," 50,919.00 "
" 130,428.00 "," 310,298.00 "," 141,992.00 "," 200,825.00 ",  -    
" 228,348.00 "," 270,043.00 "," 466,234.00 "," 199,213.00 "," 204,563.00 "
" 284,093.00 "," 279,312.00 "," 344,268.00 "," 200,347.00 "," 21,620.00 "
" 140,241.00 "," 314,346.00 "," 5,485.00 "," 199,501.00 ",  -    
" 234,924.00 "," 268,186.00 "," 393,369.00 "," 199,849.00 "," 75,876.00 "
" 142,643.00 "," 165,981.00 "," 380,550.00 "," 199,571.00 "," 75,669.00 "
" 277,838.00 "," 198,419.00 "," 247,226.00 "," 199,691.00 "," 16,198.00 "
" 261,837.00 "," 174,137.00 "," 463,426.00 "," 200,022.00 "," 125,550.00 "
" 126,963.00 "," 337,186.00 "," 408,650.00 "," 200,238.00 "," 197,980.00 "
" 165,928.00 "," 342,694.00 "," 485,719.00 "," 199,984.00 "," 170,445.00 "
" 77,050.00 "," 197,554.00 "," 108,993.00 "," 199,942.00 ",  -    
" 353,561.00 "," 205,029.00 "," 487,369.00 "," 199,604.00 "," 80,429.00 "
" 179,682.00 "," 258,803.00 "," 22,205.00 "," 200,258.00 ",  -    
" 223,273.00 "," 218,038.00 "," 423,429.00 "," 200,422.00 "," 123,810.00 "
" 197,158.00 "," 280,746.00 "," 37,700.00 "," 200,174.00 "," 168,273.00 "
" 133,615.00 "," 319,332.00 "," 68,910.00 "," 200,290.00 "," 209,737.00 "
" 123,939.00 "," 258,067.00 "," 8,576.00 "," 200,471.00 "," 72,314.00 "
" 180,131.00 "," 265,888.00 "," 499,653.00 "," 199,418.00 "," 33,145.00 "
" 222,425.00 "," 308,895.00 "," 225,629.00 "," 200,268.00 "," 129,821.00 "
" 110,815.00 "," 298,792.00 "," 13,715.00 "," 200,216.00 ",  -    
" 225,984.00 "," 189,680.00 "," 476,168.00 "," 200,274.00 "," 95,345.00 "
" 66,326.00 "," 326,036.00 "," 387,281.00 "," 201,271.00 ",  -    
" 327,250.00 "," 248,424.00 "," 236,459.00 "," 200,038.00 "," 70,123.00 "
" 299,711.00 "," 194,376.00 "," 439,893.00 "," 200,343.00 ",  -    
" 327,844.00 "," 189,549.00 "," 385,536.00 "," 199,932.00 ",  -    
" 238,054.00 "," 277,127.00 "," 305,227.00 "," 199,810.00 ",  -    
" 205,567.00 "," 206,235.00 "," 498,703.00 "," 200,021.00 ",  -    
" 247,307.00 "," 228,951.00 "," 255,799.00 "," 200,011.00 "," 208,524.00 "
" 63,554.00 "," 216,324.00 "," 499,653.00 "," 199,704.00 ",  -    
" 7,629.00 "," 184,815.00 "," 431,724.00 "," 199,788.00 "," 73,432.00 "
" 115,228.00 "," 271,948.00 "," 13,341.00 "," 199,938.00 ",  -    
" 67,801.00 "," 204,099.00 "," 483,762.00 "," 200,695.00 ",  -    
" 114,687.00 "," 154,735.00 "," 102,346.00 "," 200,303.00 "," 101,599.00 "
" 235,546.00 "," 150,710.00 "," 342,189.00 "," 199,661.00 "," 61,576.00 "
" 96,205.00 "," 153,774.00 "," 499,024.00 "," 200,274.00 "," 19,026.00 "
" 14,521.00 "," 281,597.00 "," 437,477.00 "," 199,367.00 "," 174,648.00 "
" 313,246.00 "," 331,133.00 "," 67,016.00 "," 199,264.00 "," 98,870.00 "
" 230,437.00 "," 310,564.00 ", 16.00 ," 199,989.00 "," 96,872.00 "
" 121,906.00 "," 330,193.00 "," 1,189.00 "," 199,660.00 "," 119,238.00 "
" 191,467.00 "," 207,898.00 "," 449,913.00 "," 200,146.00 ",  -    
" 291,039.00 "," 266,789.00 "," 244,823.00 "," 201,080.00 "," 34,488.00 "
" 152,268.00 "," 311,751.00 "," 145,326.00 "," 200,231.00 "," 78,569.00 "
" 377,883.00 "," 196,898.00 "," 2,121.00 "," 200,138.00 "," 51,823.00 "
" 80,933.00 "," 318,665.00 "," 401,047.00 "," 200,815.00 ",  -    
" 139,127.00 "," 229,324.00 "," 13,585.00 "," 200,448.00 "," 256,729.00 "
" 106,877.00 "," 321,708.00 "," 49,001.00 "," 200,406.00 "," 128,369.00 "
" 219,477.00 "," 300,322.00 "," 25,506.00 "," 199,562.00 "," 149,732.00 "
" 380,641.00 "," 305,870.00 "," 339,077.00 "," 200,000.00 "," 54,751.00 "
" 313,576.00 "," 325,471.00 "," 468,191.00 "," 199,948.00 ",  -    
" 161,042.00 "," 343,225.00 "," 496,954.00 "," 199,654.00 ",  -    
" 41,143.00 "," 340,094.00 "," 293,941.00 "," 200,383.00 "," 133,949.00 "
" 340,620.00 "," 309,816.00 "," 114,268.00 "," 199,953.00 "," 115,558.00 "
" 335,662.00 "," 244,897.00 "," 98,701.00 "," 200,425.00 "," 26,209.00 "
" 351,794.00 "," 261,174.00 ", 930.00 ," 199,540.00 ",  -    
" 264,898.00 "," 272,153.00 "," 499,583.00 "," 200,603.00 ",  -    
" 194,550.00 "," 187,434.00 "," 222,050.00 "," 199,954.00 "," 147,173.00 "
" 109,697.00 "," 233,424.00 "," 495,992.00 "," 199,549.00 ",  -    
" 262,157.00 "," 166,739.00 "," 493,080.00 "," 199,783.00 ",  -    
" 143,509.00 "," 179,792.00 "," 307,759.00 "," 200,438.00 "," 228,347.00 "
" 255,772.00 "," 235,599.00 "," 1,936.00 "," 199,533.00 ",  -    
" 28,582.00 "," 287,657.00 "," 51,353.00 "," 199,521.00 "," 21,180.00 "
" 87,435.00 "," 214,229.00 "," 461,678.00 "," 200,076.00 "," 270,218.00 "
" 140,414.00 "," 179,602.00 "," 407,097.00 "," 200,324.00 "," 339,053.00 "
" 309,019.00 "," 165,168.00 "," 428,488.00 "," 199,864.00 ",  -    
" 388,078.00 "," 166,998.00 "," 172,009.00 "," 199,892.00 "," 145,947.00 "
" 196,108.00 "," 243,506.00 "," 29,060.00 "," 200,057.00 ",  -    
" 59,015.00 "," 298,961.00 "," 499,076.00 "," 200,162.00 ",  -    
" 300,998.00 "," 285,974.00 "," 36,699.00 "," 200,078.00 ",  -    
" 341,189.00 "," 198,964.00 "," 273,437.00 "," 199,618.00 ",  -    
" 129,189.00 "," 314,005.00 "," 447,066.00 "," 199,439.00 ",  -    
" 61,481.00 "," 255,232.00 "," 89,655.00 "," 199,886.00 "," 227,581.00 "
" 300,978.00 "," 309,147.00 "," 416,604.00 "," 199,672.00 "," 26,301.00 "
" 242,968.00 "," 246,115.00 "," 12,371.00 "," 199,546.00 "," 140,248.00 "
" 195,220.00 "," 189,007.00 "," 11,628.00 "," 199,257.00 "," 63,439.00 "
  -    ," 266,343.00 "," 399,814.00 "," 199,807.00 ",  -    
" 144,825.00 "," 178,064.00 "," 480,714.00 "," 200,246.00 "," 84,598.00 "
" 329,418.00 "," 187,294.00 "," 378,589.00 "," 199,347.00 "," 140,380.00 "
" 286,974.00 "," 198,480.00 "," 25,803.00 "," 199,438.00 ",  -    
" 196,170.00 "," 240,016.00 "," 28,798.00 "," 199,918.00 "," 94,531.00 "
" 91,032.00 "," 189,947.00 "," 449,091.00 "," 199,882.00 ",  -    
" 419,840.00 "," 201,242.00 "," 457,003.00 "," 199,959.00 "," 170,223.00 "
" 218,494.00 "," 324,349.00 "," 424,667.00 "," 200,108.00 "," 27,331.00 "
" 174,215.00 "," 218,012.00 "," 466,761.00 "," 200,335.00 ", 369.00 
" 286,378.00 "," 273,296.00 "," 499,640.00 "," 199,941.00 ",  -    
  -    ," 267,165.00 "," 202,678.00 "," 200,348.00 ",  -    
" 137,600.00 "," 151,521.00 "," 125,988.00 "," 199,681.00 "," 29,511.00 "
" 392,485.00 "," 258,989.00 "," 498,645.00 "," 200,372.00 "," 8,785.00 "
" 190,791.00 "," 285,681.00 "," 192,798.00 "," 200,037.00 "," 87,754.00 "
" 247,774.00 "," 328,220.00 "," 456,571.00 "," 199,750.00 "," 129,450.00 "
" 128,785.00 "," 300,090.00 "," 407,076.00 "," 200,084.00 "," 63,139.00 "
" 277,036.00 "," 213,664.00 "," 1,340.00 "," 200,189.00 "," 35,637.00 "
" 266,331.00 "," 258,459.00 "," 314,770.00 "," 200,967.00 "," 16,230.00 "
" 237,349.00 "," 347,411.00 "," 453,567.00 "," 200,091.00 "," 99,685.00 "
" 246,302.00 "," 260,421.00 "," 105,788.00 "," 200,124.00 "," 25,548.00 "
" 304,744.00 "," 167,169.00 "," 63,616.00 "," 200,918.00 "," 81,397.00 "
" 308,740.00 "," 279,356.00 "," 212,009.00 "," 199,853.00 "," 88,878.00 "
" 291,575.00 "," 175,173.00 "," 49,865.00 "," 199,948.00 "," 104,806.00 "
" 193,494.00 "," 213,008.00 "," 269,552.00 "," 199,793.00 "," 142,781.00 "
" 332,206.00 "," 221,048.00 "," 499,036.00 "," 199,739.00 "," 11,492.00 "
" 109,604.00 "," 280,041.00 "," 117,702.00 "," 199,966.00 "," 68,900.00 "
" 130,382.00 "," 189,973.00 "," 205,210.00 "," 200,322.00 "," 151,021.00 "
" 242,282.00 "," 162,478.00 "," 454,689.00 "," 199,994.00 ",  -    
" 200,576.00 "," 309,712.00 "," 279,594.00 "," 199,585.00 "," 107,251.00 "
" 241,928.00 "," 223,175.00 "," 424,042.00 "," 199,882.00 ",  -    
" 316,014.00 "," 344,703.00 "," 476,652.00 "," 200,608.00 "," 277,442.00 "
" 263,988.00 "," 203,670.00 "," 417,282.00 "," 200,038.00 "," 61,014.00 "
  -    ," 224,623.00 "," 165,001.00 "," 200,507.00 "," 74,643.00 "
" 37,337.00 "," 199,920.00 "," 146,885.00 "," 199,474.00 "," 4,908.00 "
" 5,596.00 "," 291,354.00 "," 65,055.00 "," 199,242.00 "," 123,865.00 "
" 198,330.00 "," 263,233.00 "," 69,865.00 "," 199,804.00 ",  -    
" 97,177.00 "," 335,455.00 "," 470,328.00 "," 200,187.00 "," 50,088.00 "
" 126,514.00 "," 344,373.00 "," 442,163.00 "," 199,437.00 "," 3,528.00 "
" 298,996.00 "," 183,384.00 "," 43,154.00 "," 199,478.00 "," 20,899.00 "
" 199,824.00 "," 334,671.00 "," 107,319.00 "," 200,267.00 "," 123,268.00 "
" 358,639.00 "," 245,093.00 "," 201,963.00 "," 199,373.00 "," 33,203.00 "
" 272,028.00 "," 220,519.00 "," 307,847.00 "," 200,024.00 "," 51,729.00 "
" 158,307.00 "," 345,549.00 "," 269,128.00 "," 198,657.00 "," 160,700.00 "
" 193,291.00 "," 292,220.00 "," 331,628.00 "," 200,643.00 ",  -    
" 146,802.00 "," 327,902.00 "," 2,437.00 "," 200,282.00 "," 169,612.00 "
" 262,653.00 "," 338,347.00 "," 224,858.00 "," 199,385.00 ",  -    
" 114,302.00 "," 164,426.00 "," 253,520.00 "," 199,774.00 "," 133,218.00 "
" 109,169.00 "," 269,947.00 "," 196,312.00 "," 199,592.00 "," 93,752.00 "
" 223,659.00 "," 210,097.00 "," 25,668.00 "," 200,167.00 ",  -    
" 121,701.00 "," 166,137.00 "," 334,141.00 "," 199,976.00 "," 145,635.00 "
" 164,210.00 "," 311,491.00 "," 497,934.00 "," 199,257.00 "," 88,528.00 "
" 141,869.00 "," 219,502.00 "," 363,145.00 "," 200,030.00 "," 200,993.00 "
" 266,572.00 "," 313,270.00 "," 161,295.00 "," 200,421.00 "," 18,995.00 "
" 96,977.00 "," 347,479.00 "," 239,484.00 "," 200,235.00 "," 9,312.00 "
" 196,060.00 "," 227,934.00 "," 118,443.00 "," 199,713.00 "," 77,036.00 "
" 56,376.00 "," 175,194.00 "," 440,015.00 "," 199,717.00 "," 104,915.00 "
" 122,130.00 "," 205,467.00 "," 499,073.00 "," 199,567.00 ",  -    
" 97,485.00 "," 347,847.00 "," 499,817.00 "," 199,991.00 "," 80,595.00 "
" 65,117.00 "," 152,054.00 "," 243,694.00 "," 199,193.00 "," 254,005.00 "
" 121,185.00 "," 253,521.00 "," 22,177.00 "," 199,801.00 ",  -    
" 495,840.00 "," 201,948.00 "," 380,417.00 "," 199,791.00 "," 1,528.00 "
" 49,810.00 "," 197,185.00 "," 360,584.00 "," 199,605.00 "," 55,994.00 "
" 155,543.00 "," 189,637.00 "," 457,842.00 "," 199,764.00 ",  -    
" 205,973.00 "," 333,413.00 "," 149,572.00 "," 200,999.00 ",  -    
" 260,140.00 "," 182,068.00 "," 403,147.00 "," 200,598.00 "," 228,714.00 "
" 171,872.00 "," 235,514.00 "," 11,620.00 "," 200,227.00 ",  -    
" 280,397.00 "," 175,752.00 "," 107,771.00 "," 200,032.00 ",  -    
" 159,265.00 "," 220,907.00 "," 6,094.00 "," 199,724.00 "," 348,691.00 "
" 228,887.00 "," 154,970.00 "," 89,884.00 "," 200,053.00 ",  -    
" 115,737.00 "," 324,560.00 "," 116,156.00 "," 201,212.00 "," 44,103.00 "
" 92,157.00 "," 273,419.00 "," 26,814.00 "," 199,528.00 ",  -    
" 149,104.00 "," 274,628.00 "," 226,671.00 "," 199,646.00 ",  -    
" 291,138.00 "," 256,316.00 "," 483,892.00 "," 199,922.00 "," 16,389.00 "
" 316,000.00 "," 161,893.00 "," 452,573.00 "," 199,773.00 "," 115,641.00 "
" 354,559.00 "," 231,097.00 "," 167,054.00 "," 200,050.00 "," 139,567.00 "
" 310,298.00 "," 231,440.00 "," 30,302.00 "," 200,380.00 "," 76,716.00 "
" 156,016.00 "," 203,741.00 "," 445,690.00 "," 199,365.00 "," 26,187.00 "
" 138,969.00 "," 215,842.00 "," 18,497.00 "," 200,955.00 "," 72,112.00 "
" 224,940.00 "," 167,778.00 "," 453,034.00 "," 199,957.00 "," 117,366.00 "
" 187,167.00 "," 196,357.00 "," 90,024.00 "," 200,645.00 "," 57,812.00 "
" 227,014.00 "," 328,615.00 "," 494,316.00 "," 199,905.00 "," 160,849.00 "
" 240,459.00 "," 216,301.00 "," 37,825.00 "," 200,101.00 "," 96,539.00 "
" 115,897.00 "," 340,765.00 "," 347,733.00 "," 199,931.00 "," 99,531.00 "
" 139,192.00 "," 154,268.00 "," 33,316.00 "," 200,172.00 ",  -    
" 70,444.00 "," 274,927.00 "," 490,787.00 "," 200,019.00 ",  -    
" 274,234.00 "," 159,439.00 ", 133.00 ," 199,180.00 "," 84,331.00 "
" 220,240.00 "," 296,094.00 "," 225,688.00 "," 199,968.00 ",  -    
" 319,427.00 "," 221,634.00 "," 130,450.00 "," 200,104.00 "," 20,148.00 "
" 343,428.00 "," 152,102.00 "," 495,923.00 "," 200,330.00 ",  -    
" 42,716.00 "," 247,003.00 "," 482,158.00 "," 199,951.00 "," 40,555.00 "
" 264,472.00 "," 301,843.00 "," 436,188.00 "," 200,199.00 "," 72,785.00 "
" 231,988.00 "," 169,526.00 "," 18,213.00 "," 200,353.00 ",  -    
" 348,873.00 "," 325,255.00 "," 154,673.00 "," 200,548.00 "," 40,518.00 "
" 219,663.00 "," 192,072.00 "," 163,250.00 "," 200,782.00 "," 27,944.00 "
" 178,889.00 "," 188,221.00 "," 124,532.00 "," 200,287.00 "," 53,080.00 "
" 196,869.00 "," 230,798.00 "," 438,320.00 "," 200,234.00 ",  -    
" 294,985.00 "," 307,341.00 "," 325,511.00 "," 200,380.00 "," 42,804.00 "
" 45,185.00 "," 256,919.00 "," 75,166.00 "," 199,753.00 ",  -    
" 270,037.00 "," 168,082.00 "," 317,054.00 "," 199,552.00 "," 67,836.00 "
" 51,407.00 "," 271,761.00 "," 272,497.00 "," 200,019.00 ",  -    
" 202,012.00 "," 220,150.00 "," 460,643.00 "," 200,359.00 "," 103,941.00 "
" 214,773.00 "," 299,112.00 "," 376,139.00 "," 200,093.00 ",  -    
" 278,625.00 "," 168,811.00 "," 392,195.00 "," 199,853.00 ",  -    
" 371,893.00 "," 268,164.00 "," 453,629.00 "," 200,370.00 "," 115,180.00 "
" 165,913.00 "," 331,014.00 "," 73,717.00 "," 199,599.00 "," 35,926.00 "
" 259,864.00 "," 272,439.00 ", 608.00 ," 199,193.00 "," 87,404.00 "
" 63,191.00 "," 208,012.00 "," 33,612.00 "," 200,028.00 "," 101,460.00 "
" 91,895.00 "," 240,065.00 "," 73,401.00 "," 199,591.00 "," 55,535.00 "
" 325,242.00 "," 318,418.00 "," 130,831.00 "," 199,865.00 "," 116,494.00 "
" 196,044.00 "," 287,732.00 "," 87,493.00 "," 200,309.00 ",  -    
" 109,358.00 "," 313,488.00 "," 6,668.00 "," 200,501.00 ",  -    
" 101,658.00 "," 289,124.00 "," 8,041.00 "," 199,726.00 "," 76,029.00 "
" 196,714.00 "," 313,223.00 "," 117,090.00 "," 200,300.00 "," 56,234.00 "
" 162,091.00 "," 262,581.00 "," 336,099.00 "," 199,850.00 ",  -    
" 250,861.00 "," 199,410.00 "," 147,337.00 "," 200,463.00 "," 25,100.00 "
" 109,351.00 "," 233,551.00 "," 489,468.00 "," 200,113.00 "," 289,983.00 "
" 251,595.00 "," 286,490.00 "," 386,504.00 "," 200,133.00 "," 78,183.00 "
" 117,149.00 "," 266,280.00 "," 464,967.00 "," 199,452.00 "," 16,874.00 "
" 177,903.00 "," 222,549.00 "," 24,068.00 "," 199,947.00 ",  -    
" 208,323.00 "," 239,589.00 "," 406,089.00 "," 201,003.00 "," 91,248.00 "
" 288,739.00 "," 216,544.00 "," 3,857.00 "," 199,730.00 "," 156,356.00 "
" 223,340.00 "," 244,867.00 "," 496,419.00 "," 200,540.00 ",  -    
" 313,132.00 "," 263,835.00 "," 397,825.00 "," 200,680.00 "," 53,304.00 "
" 130,499.00 "," 262,197.00 "," 300,909.00 "," 200,027.00 ",  -    
" 181,392.00 "," 284,468.00 "," 2,014.00 "," 199,465.00 "," 9,040.00 "
" 198,298.00 "," 216,044.00 ", 162.00 ," 200,052.00 "," 18,445.00 "
" 167,469.00 "," 170,692.00 "," 131,311.00 "," 199,662.00 ",  -    
" 305,928.00 "," 252,935.00 "," 41,395.00 "," 199,976.00 "," 98,754.00 "
" 190,167.00 "," 257,170.00 "," 41,502.00 "," 199,661.00 ",  -    
  -    ," 182,829.00 "," 77,153.00 "," 200,040.00 ",  -    
" 246,512.00 "," 151,258.00 "," 49,434.00 "," 199,881.00 "," 30,625.00 "
" 239,461.00 "," 177,245.00 "," 499,469.00 "," 198,986.00 "," 125,487.00 "
" 181,693.00 "," 247,042.00 "," 6,171.00 "," 199,652.00 "," 70,626.00 "
" 273,576.00 "," 324,580.00 "," 498,682.00 "," 200,642.00 "," 209,467.00 "
" 49,853.00 "," 231,459.00 "," 359,910.00 "," 200,091.00 ",  -    
" 312,681.00 "," 259,980.00 "," 97,583.00 "," 199,482.00 "," 45,498.00 "
" 375,105.00 "," 214,119.00 "," 339,212.00 "," 199,885.00 "," 219,259.00 "
" 215,896.00 "," 237,355.00 "," 383,108.00 "," 200,093.00 "," 88,258.00 "
" 327,775.00 "," 262,205.00 "," 279,873.00 "," 200,843.00 ",  -    
" 249,095.00 "," 239,834.00 "," 487,244.00 "," 200,372.00 "," 130,850.00 "
" 328,614.00 "," 300,516.00 "," 128,978.00 "," 199,564.00 ",  -    
" 257,767.00 "," 335,621.00 "," 2,195.00 "," 199,757.00 "," 102,329.00 "
" 216,130.00 "," 349,701.00 "," 65,380.00 "," 200,493.00 "," 180,374.00 "
  -    ," 279,076.00 "," 450,434.00 "," 199,945.00 "," 5,030.00 "
" 255,023.00 "," 336,211.00 "," 458,765.00 "," 199,685.00 ",  -    
" 317,675.00 "," 233,436.00 "," 91,367.00 "," 199,362.00 "," 63,663.00 "
" 243,207.00 "," 335,502.00 "," 21,445.00 "," 199,807.00 "," 20,730.00 "
" 245,295.00 "," 210,767.00 "," 364,183.00 "," 200,282.00 "," 136,565.00 "
" 427,625.00 "," 173,761.00 "," 81,594.00 "," 199,622.00 "," 9,493.00 "
" 344,651.00 "," 219,809.00 "," 495,062.00 "," 200,107.00 ",  -    
" 121,518.00 "," 221,738.00 "," 190,409.00 "," 199,914.00 "," 104,067.00 "
" 212,804.00 "," 239,917.00 "," 6,645.00 "," 199,711.00 "," 214,542.00 "
" 29,629.00 "," 151,933.00 "," 84,799.00 "," 198,765.00 "," 194,780.00 "
" 143,045.00 "," 261,158.00 "," 153,158.00 "," 199,949.00 "," 213,140.00 "
" 229,377.00 "," 266,411.00 "," 494,818.00 "," 199,795.00 "," 143,892.00 "
" 219,619.00 "," 171,150.00 "," 375,801.00 "," 199,651.00 "," 72,511.00 "
" 1,824.00 "," 314,574.00 "," 305,882.00 "," 200,433.00 ",  -    
" 202,402.00 "," 339,054.00 "," 427,537.00 "," 199,560.00 ",  -    
  -    ," 211,187.00 "," 5,406.00 "," 200,486.00 ",  -    
" 29,394.00 "," 318,487.00 ", 965.00 ," 200,440.00 "," 144,663.00 "
" 264,463.00 "," 315,856.00 "," 2,042.00 "," 199,646.00 "," 177,130.00 "
" 156,630.00 "," 285,209.00 "," 367,320.00 "," 200,125.00 "," 125,462.00 "
" 286,426.00 "," 180,042.00 "," 51,025.00 "," 199,098.00 "," 164,227.00 "
" 234,747.00 "," 257,546.00 "," 301,876.00 "," 199,618.00 ",  -    
" 174,379.00 "," 246,962.00 "," 1,016.00 "," 199,577.00 "," 86,550.00 "
" 249,261.00 "," 263,389.00 "," 12,702.00 "," 200,308.00 "," 49,155.00 "
" 89,929.00 "," 258,089.00 "," 476,859.00 "," 200,172.00 "," 236,480.00 "
" 154,825.00 "," 266,360.00 ", 513.00 ," 199,990.00 "," 31,376.00 "
" 45,815.00 "," 276,600.00 "," 334,535.00 "," 199,713.00 ",  -    
  -    ," 200,253.00 "," 45,753.00 "," 200,092.00 "," 205,005.00 "
" 213,008.00 "," 211,468.00 "," 97,193.00 "," 200,683.00 "," 58,052.00 "
" 204,821.00 "," 173,325.00 "," 493,199.00 "," 199,971.00 "," 10,406.00 "
" 218,958.00 "," 160,468.00 "," 245,427.00 "," 199,635.00 "," 10,172.00 "
" 336,468.00 "," 292,839.00 "," 245,282.00 "," 199,295.00 ",  -    
" 94,841.00 "," 230,582.00 "," 162,974.00 "," 200,021.00 "," 70,026.00 "
" 309,546.00 "," 342,688.00 "," 493,951.00 "," 199,149.00 ",  -    
" 154,677.00 "," 186,220.00 "," 271,971.00 "," 200,324.00 "," 80,273.00 "
" 308,282.00 "," 250,108.00 "," 251,566.00 "," 199,871.00 ",  -    
" 125,491.00 "," 346,630.00 "," 143,382.00 "," 200,437.00 "," 51,265.00 "
" 140,883.00 "," 255,532.00 "," 460,004.00 "," 199,722.00 "," 202,904.00 "
" 39,641.00 "," 209,567.00 "," 463,724.00 "," 200,077.00 "," 17,865.00 "
" 288,681.00 "," 234,756.00 "," 378,340.00 "," 200,100.00 "," 61,786.00 "
" 124,280.00 "," 288,109.00 "," 366,686.00 "," 200,149.00 ",  -    
" 135,877.00 "," 339,188.00 "," 484,771.00 "," 199,924.00 "," 97,447.00 "
" 293,510.00 "," 242,285.00 "," 58,352.00 "," 199,040.00 "," 67,248.00 "
" 238,604.00 "," 192,360.00 ", 314.00 ," 199,928.00 "," 33,851.00 "
" 214,281.00 "," 161,061.00 "," 443,644.00 "," 199,273.00 ",  -    
" 55,010.00 "," 221,246.00 "," 307,456.00 "," 200,427.00 "," 166,983.00 "
" 270,412.00 "," 302,251.00 "," 43,460.00 "," 200,358.00 "," 76,971.00 "
" 74,483.00 "," 231,342.00 "," 484,687.00 "," 199,976.00 ",  -    
" 7,426.00 "," 232,273.00 "," 414,971.00 "," 200,259.00 "," 102,811.00 "
